,ad_id,reporting_start,campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,conversion_rate,clr,cpc
55,734210,2017-08-25,936,30-34,M,10,16,13,13329,4,5,1,1,7.502438292445044e-05,0.00030009753169780176,1.25
56,734215,2017-08-26,936,30-34,M,15,19,17,13659,3,3,1,0,7.321180174244088e-05,0.00021963540522732265,1.0
57,734243,2017-08-26,936,30-34,M,21,23,24,739,0,0,1,1,0.0013531799729364006,0.0,0.0
58,734266,2017-08-26,936,30-34,M,25,30,27,605,0,0,1,0,0.001652892561983471,0.0,0.0
59,734272,2017-08-26,936,30-34,M,26,32,29,1030,0,0,1,0,0.000970873786407767,0.0,0.0
60,734290,2017-08-26,936,30-34,M,29,32,35,5374,1,1,4,0,0.000744324525493115,0.00018608113137327876,1.0
61,734313,2017-08-26,936,30-34,M,36,38,38,790,0,0,1,1,0.0012658227848101266,0.0,0.0
62,734314,2017-08-27,936,30-34,M,36,38,38,962,0,0,1,0,0.0010395010395010396,0.0,0.0
63,734352,2017-08-27,936,35-39,M,10,11,16,4423,1,1,1,1,0.00022609088853719196,0.00022609088853719196,1.0
64,734361,2017-08-29,936,35-39,M,16,19,19,12382,2,2,1,1,8.076239702794379e-05,0.00016152479405588758,1.0
65,734381,2017-08-29,936,35-39,M,20,25,24,2938,1,1,1,1,0.0003403675970047651,0.0003403675970047651,1.0
66,734399,2017-08-28,936,35-39,M,23,24,27,239,0,0,1,0,0.0041841004184100415,0.0,0.0
67,734418,2017-08-29,936,35-39,M,26,27,28,591,0,0,1,0,0.001692047377326565,0.0,0.0
68,734421,2017-08-29,936,35-39,M,27,29,32,10332,4,5,1,0,9.678668215253581e-05,0.00038714672861014324,1.25
69,734427,2017-08-29,936,35-39,M,28,29,31,8259,3,3,1,0,0.0001210800339024095,0.0003632401017072285,1.0
70,734433,2017-08-29,936,35-39,M,29,35,31,12158,3,4,1,0,8.225037012666557e-05,0.0002467511103799967,1.3333333333333333
71,734582,2017-08-29,936,40-44,M,29,33,33,7709,2,1,2,0,0.0002594370216629913,0.0002594370216629913,0.5
72,734605,2017-08-28,936,40-44,M,36,37,41,834,0,0,1,0,0.001199040767386091,0.0,0.0
73,734660,2017-08-28,936,45-49,M,18,22,23,1299,0,0,2,0,0.001539645881447267,0.0,0.0
74,734666,2017-08-28,936,45-49,M,19,24,20,371,0,0,1,0,0.0026954177897574125,0.0,0.0
75,734726,2017-08-28,936,45-49,M,29,30,35,10466,3,4,1,0,9.554748710108924e-05,0.0002866424613032677,1.3333333333333333
76,734737,2017-08-27,936,45-49,M,31,37,33,839,0,0,1,0,0.0011918951132300357,0.0,0.0
77,734785,2017-08-28,936,30-34,F,10,13,13,5576,1,1,1,1,0.0001793400286944046,0.0001793400286944046,1.0
78,734794,2017-08-28,936,30-34,F,16,19,17,4010,0,0,1,0,0.00024937655860349125,0.0,0.0
79,734796,2017-08-28,936,30-34,F,16,22,17,39337,7,10,1,1,2.542135902585352e-05,0.00017794951318097466,1.4285714285714286
80,734800,2017-08-28,936,30-34,F,18,20,20,1635,0,0,1,0,0.0006116207951070336,0.0,0.0
81,734803,2017-08-28,936,30-34,F,18,19,21,1631,0,0,1,0,0.0006131207847946045,0.0,0.0
82,734852,2017-08-28,936,30-34,F,26,30,29,13479,3,4,1,0,7.418947993174568e-05,0.00022256843979523704,1.3333333333333333
83,734854,2017-08-19,936,30-34,F,27,33,32,57022,13,20,3,3,5.261127284206096e-05,0.0002279821823155975,1.5384615384615385
84,734856,2017-08-19,936,30-34,F,27,28,32,5453,1,1,1,1,0.00018338529249954154,0.00018338529249954154,1.0
85,734866,2017-08-20,936,30-34,F,29,32,31,11803,3,4,1,0,8.472422265525714e-05,0.0002541726679657714,1.3333333333333333
86,734881,2017-08-20,936,30-34,F,31,32,34,4259,1,1,1,1,0.00023479690068091102,0.00023479690068091102,1.0
87,734901,2017-08-20,936,30-34,F,64,70,68,1554,0,0,1,0,0.0006435006435006435,0.0,0.0
88,734903,2017-08-20,936,30-34,F,64,69,67,5323,1,1,1,1,0.00018786398647379298,0.00018786398647379298,1.0
89,734925,2017-08-20,936,35-39,F,10,11,12,5024,1,1,1,1,0.00019904458598726116,0.00019904458598726116,1.0
90,734939,2017-08-20,936,35-39,F,16,19,22,104648,24,33,4,2,3.822337741762862e-05,0.00022934026450577172,1.375
91,734968,2017-08-20,936,35-39,F,22,25,27,8504,3,3,1,1,0.00011759172154280339,0.0003527751646284102,1.0
92,734999,2017-08-20,936,35-39,F,27,32,32,20277,6,8,1,0,4.9316960102579274e-05,0.00029590176061547566,1.3333333333333333
93,735014,2017-08-19,936,35-39,F,29,34,30,12403,4,5,1,1,8.062565508344755e-05,0.0003225026203337902,1.25
94,735032,2017-08-19,936,35-39,F,32,33,34,498,0,0,1,1,0.002008032128514056,0.0,0.0
95,735033,2017-08-18,936,35-39,F,36,40,40,652,0,0,0,0,0.0,0.0,0.0
96,735043,2017-08-18,936,35-39,F,63,65,69,1357,0,0,1,1,0.0007369196757553427,0.0,0.0
97,735048,2017-08-18,936,35-39,F,64,65,68,1393,0,0,1,0,0.0007178750897343862,0.0,0.0
98,735065,2017-08-19,936,40-44,F,7,10,12,648,0,0,1,0,0.0015432098765432098,0.0,0.0
99,735109,2017-08-19,936,40-44,F,21,26,25,708,0,0,1,1,0.0014124293785310734,0.0,0.0
100,735140,2017-08-19,936,40-44,F,26,27,31,6907,2,2,1,0,0.00014478065730418415,0.0002895613146083683,1.0
101,735143,2017-08-19,936,40-44,F,27,28,30,39035,13,19,1,0,2.5618035096708083e-05,0.0003330344562572051,1.4615384615384615
102,735151,2017-08-19,936,40-44,F,28,30,31,926,0,0,1,0,0.0010799136069114472,0.0,0.0
103,735184,2017-08-19,936,40-44,F,63,66,67,4412,1,1,1,0,0.00022665457842248413,0.00022665457842248413,1.0
104,735189,2017-08-21,936,40-44,F,64,65,66,9965,3,4,1,0,0.00010035122930255896,0.00030105368790767686,1.3333333333333333
105,735213,2017-08-21,936,45-49,F,10,16,11,73634,23,32,1,0,1.3580682836733031e-05,0.0003123557052448597,1.391304347826087
106,735220,2017-08-18,936,45-49,F,15,17,17,69708,20,31,1,0,1.4345555746829633e-05,0.0002869111149365926,1.55
107,735242,2017-08-18,936,45-49,F,19,25,21,530,0,0,1,0,0.0018867924528301887,0.0,0.0
108,735247,2017-08-18,936,45-49,F,20,24,25,14257,6,8,1,0,7.014098337658694e-05,0.00042084590025952165,1.3333333333333333
109,735289,2017-08-18,936,45-49,F,27,30,30,20362,5,9,1,1,4.9111089283960316e-05,0.0002455554464198016,1.8
110,735290,2017-08-18,936,45-49,F,27,29,33,12215,4,6,1,0,8.186655751125665e-05,0.0003274662300450266,1.5
111,735298,2017-08-18,936,45-49,F,29,31,32,85412,28,38,2,1,2.341591345478387e-05,0.0003278227883669742,1.3571428571428572
112,736869,2017-08-18,936,30-34,M,2,6,8,2338,1,0,1,0,0.000427715996578272,0.000427715996578272,0.0
113,736890,2017-08-18,936,30-34,M,15,16,20,2522,0,0,1,0,0.0003965107057890563,0.0,0.0
114,736893,2017-08-18,936,30-34,M,16,17,17,3587,0,0,1,0,0.00027878449958182325,0.0,0.0
115,736977,2017-08-18,936,30-34,M,27,30,28,1273,0,0,1,0,0.0007855459544383347,0.0,0.0
116,736988,2017-08-21,936,30-34,M,28,29,29,3891,1,1,1,0,0.00025700334104343357,0.00025700334104343357,1.0
117,736995,2017-08-21,936,30-34,M,29,34,34,1888,0,0,1,0,0.0005296610169491525,0.0,0.0
118,736997,2017-08-21,936,30-34,M,29,32,33,1895,0,0,1,0,0.0005277044854881266,0.0,0.0
119,737097,2017-08-21,936,35-39,M,7,10,11,715,0,0,1,0,0.0013986013986013986,0.0,0.0
120,737130,2017-08-21,936,35-39,M,16,19,18,11199,2,2,1,0,8.92936869363336e-05,0.0001785873738726672,1.0
121,737320,2017-08-18,936,35-39,M,63,64,66,5676,2,3,1,0,0.00017618040873854828,0.00035236081747709656,1.5
122,737375,2017-08-21,936,40-44,M,10,11,11,1415,0,0,1,0,0.0007067137809187279,0.0,0.0
123,737524,2017-08-21,936,40-44,M,30,34,33,2148,1,1,1,1,0.0004655493482309125,0.0004655493482309125,1.0
124,737644,2017-08-21,936,45-49,M,16,22,17,45401,10,14,1,0,2.2025946565053634e-05,0.00022025946565053632,1.4
125,737657,2017-08-18,936,45-49,M,18,23,20,7478,2,2,1,1,0.0001337255950788981,0.0002674511901577962,1.0
126,737658,2017-08-18,936,45-49,M,18,19,24,4919,1,1,1,0,0.00020329335230737954,0.00020329335230737954,1.0
127,737674,2017-08-20,936,45-49,M,20,21,24,533,0,0,1,1,0.001876172607879925,0.0,0.0
128,737766,2017-08-20,936,45-49,M,29,33,33,1447,0,0,1,1,0.000691085003455425,0.0,0.0
129,737896,2017-08-20,936,30-34,F,16,21,22,17553,3,4,1,0,5.697031846408021e-05,0.00017091095539224064,1.3333333333333333
130,737931,2017-08-20,936,30-34,F,20,26,24,3343,1,0,1,0,0.0002991325157044571,0.0002991325157044571,0.0
131,737961,2017-08-20,936,30-34,F,23,29,28,523,0,0,1,0,0.0019120458891013384,0.0,0.0
132,737995,2017-08-20,936,30-34,F,26,27,31,1873,0,0,1,0,0.0005339028296849973,0.0,0.0
133,738006,2017-08-20,936,30-34,F,27,29,32,34740,7,13,1,1,2.878526194588371e-05,0.00020149683362118595,1.8571428571428572
134,738067,2017-08-20,936,30-34,F,32,37,36,658,0,0,1,0,0.001519756838905775,0.0,0.0
135,738098,2017-08-20,936,30-34,F,64,70,68,1539,0,0,1,0,0.000649772579597141,0.0,0.0
136,738307,2017-08-20,936,35-39,F,31,36,36,3010,1,0,1,1,0.0003322259136212625,0.0003322259136212625,0.0
137,738389,2017-08-19,936,40-44,F,10,16,12,27081,9,10,1,1,3.692625826225029e-05,0.00033233632436025255,1.1111111111111112
138,738408,2017-08-19,936,40-44,F,16,22,22,20233,4,5,3,0,0.0001482726239312015,0.00019769683190826867,1.25
139,738413,2017-08-19,936,40-44,F,16,17,19,147159,36,58,3,1,2.0386112979838136e-05,0.00024463335575805763,1.6111111111111112
140,738423,2017-08-19,936,40-44,F,18,20,24,21664,7,10,1,1,4.615952732644018e-05,0.00032311669128508124,1.4285714285714286
141,738436,2017-08-19,936,40-44,F,19,21,20,9112,4,5,1,1,0.00010974539069359087,0.0004389815627743635,1.25
142,738463,2017-08-20,936,40-44,F,21,23,24,542,0,0,1,0,0.0018450184501845018,0.0,0.0
143,738528,2017-08-19,936,40-44,F,30,34,33,402,0,0,1,1,0.0024875621890547263,0.0,0.0
144,738560,2017-08-19,936,40-44,F,64,70,66,1338,0,0,1,0,0.0007473841554559044,0.0,0.0
145,738582,2017-08-19,936,45-49,F,10,16,12,46150,15,20,1,1,2.1668472372697723e-05,0.0003250270855904659,1.3333333333333333
146,738592,2017-08-20,936,45-49,F,16,22,20,493821,116,176,4,1,8.100101048760583e-06,0.0002349029304140569,1.5172413793103448
147,738593,2017-08-20,936,45-49,F,16,17,21,92011,27,34,2,1,2.173653150166828e-05,0.00029344317527252176,1.2592592592592593
148,738598,2017-08-21,936,45-49,F,18,23,24,12956,4,5,1,1,7.718431614695894e-05,0.00030873726458783575,1.25
149,738606,2017-08-21,936,45-49,F,19,20,23,529,0,0,1,0,0.001890359168241966,0.0,0.0
150,738637,2017-08-21,936,45-49,F,24,26,30,944,1,1,1,0,0.001059322033898305,0.001059322033898305,1.0
151,738648,2017-08-18,936,45-49,F,26,30,27,111090,38,51,5,1,4.500855162480871e-05,0.0003420649923485462,1.3421052631578947
152,747212,2017-08-18,936,30-34,M,10,16,14,7208,2,3,1,0,0.00013873473917869035,0.0002774694783573807,1.5
153,747213,2017-08-18,936,30-34,M,10,12,11,1746,0,0,1,0,0.000572737686139748,0.0,0.0
154,747220,2017-08-18,936,30-34,M,15,17,16,2474,0,0,2,2,0.0008084074373484236,0.0,0.0
155,747222,2017-08-18,936,30-34,M,16,22,20,12489,2,1,1,0,8.007046200656577e-05,0.00016014092401313155,0.5
156,747223,2017-08-18,936,30-34,M,16,18,18,8032,1,0,2,0,0.000249003984063745,0.0001245019920318725,0.0
157,747248,2017-08-21,936,30-34,M,21,24,24,472,0,0,1,1,0.00211864406779661,0.0,0.0
158,747332,2017-08-21,936,30-34,M,64,68,65,792,0,0,1,1,0.0012626262626262627,0.0,0.0
159,747362,2017-08-21,936,35-39,M,15,16,18,4607,1,1,1,1,0.00021706099413935315,0.00021706099413935315,1.0
160,747369,2017-08-21,936,35-39,M,16,17,21,13355,2,3,1,1,7.487832272557094e-05,0.00014975664545114188,1.5
161,747370,2017-08-20,936,35-39,M,16,17,19,2936,0,0,1,0,0.0003405994550408719,0.0,0.0
162,747401,2017-08-21,936,35-39,M,22,25,25,2793,1,0,1,1,0.00035803795202291446,0.00035803795202291446,0.0
163,747435,2017-08-21,936,35-39,M,28,29,30,1032,0,0,1,0,0.0009689922480620155,0.0,0.0
164,747439,2017-08-21,936,35-39,M,29,35,33,1662,0,0,1,1,0.0006016847172081829,0.0,0.0
165,747489,2017-08-21,936,40-44,M,2,7,6,4016,2,1,1,1,0.000249003984063745,0.00049800796812749,0.5
166,747514,2017-08-21,936,40-44,M,16,20,17,14843,3,2,1,1,6.737182510274203e-05,0.0002021154753082261,0.6666666666666666
167,747645,2017-08-21,936,45-49,M,10,14,13,9674,3,4,1,1,0.00010336985734959685,0.0003101095720487906,1.3333333333333333
168,747659,2017-08-25,936,45-49,M,16,21,17,12186,2,2,1,0,8.206138191367142e-05,0.00016412276382734285,1.0
169,747675,2017-08-25,936,45-49,M,20,22,21,673,0,0,1,0,0.0014858841010401188,0.0,0.0
170,747678,2017-08-25,936,45-49,M,21,27,23,370,0,0,1,1,0.002702702702702703,0.0,0.0
171,747712,2017-08-24,936,45-49,M,26,30,29,450,0,0,1,1,0.0022222222222222222,0.0,0.0
172,747790,2017-08-24,936,30-34,F,10,12,14,2077,0,0,1,1,0.00048146364949446316,0.0,0.0
173,747791,2017-08-25,936,30-34,F,10,14,13,31393,8,10,1,1,3.185423502054598e-05,0.00025483388016436787,1.25
174,747795,2017-08-25,936,30-34,F,15,21,18,8410,2,2,1,1,0.00011890606420927467,0.00023781212841854935,1.0
175,747798,2017-08-25,936,30-34,F,16,21,20,25884,5,7,1,0,3.863390511512904e-05,0.00019316952557564519,1.4
176,747824,2017-08-25,936,30-34,F,21,24,23,608,0,0,1,1,0.001644736842105263,0.0,0.0
177,747828,2017-08-25,936,30-34,F,22,24,24,28488,10,9,1,0,3.5102499297950014e-05,0.00035102499297950013,0.9
178,747852,2017-08-24,936,30-34,F,26,32,32,10126,3,4,1,0,9.875567845151097e-05,0.0002962670353545329,1.3333333333333333
179,747859,2017-08-24,936,30-34,F,27,32,33,22572,5,8,1,0,4.430267588162325e-05,0.00022151337940811626,1.6
180,747863,2017-08-24,936,30-34,F,27,30,33,1955,0,0,1,1,0.0005115089514066496,0.0,0.0
181,747879,2017-08-24,936,30-34,F,30,36,31,493,0,0,1,0,0.002028397565922921,0.0,0.0
182,747903,2017-08-24,936,30-34,F,63,69,69,1491,0,0,1,1,0.0006706908115358819,0.0,0.0
183,747911,2017-08-24,936,30-34,F,64,66,66,1495,0,0,1,1,0.0006688963210702341,0.0,0.0
184,747968,2017-08-24,936,35-39,F,21,27,24,512,0,0,0,0,0.0,0.0,0.0
185,747991,2017-08-24,936,35-39,F,25,31,27,4868,2,2,1,0,0.00020542317173377156,0.0004108463434675431,1.0
186,748000,2017-08-24,936,35-39,F,26,27,32,6585,2,2,1,0,0.00015186028853454822,0.00030372057706909645,1.0
187,748007,2017-08-24,936,35-39,F,27,29,28,10164,2,3,1,1,9.838646202282565e-05,0.0001967729240456513,1.5
188,748014,2017-08-24,936,35-39,F,29,31,35,11182,4,4,1,0,8.942944017170452e-05,0.0003577177606868181,1.0
189,748045,2017-08-25,936,35-39,F,63,69,64,1238,0,0,1,0,0.0008077544426494346,0.0,0.0
190,748086,2017-08-25,936,40-44,F,16,19,18,34127,8,13,1,0,2.9302311952413044e-05,0.00023441849561930435,1.625
191,748087,2017-08-26,936,40-44,F,16,22,19,29466,7,10,2,0,6.787483879725786e-05,0.0002375619357904025,1.4285714285714286
192,748089,2017-08-26,936,40-44,F,16,18,21,38759,9,10,1,0,2.580045924817462e-05,0.00023220413323357157,1.1111111111111112
193,748091,2017-08-26,936,40-44,F,16,17,19,41720,10,12,1,1,2.3969319271332693e-05,0.00023969319271332693,1.2
194,748225,2017-08-26,936,45-49,F,15,16,17,18602,5,8,1,0,5.375766046661649e-05,0.00026878830233308245,1.6
195,748230,2017-08-26,936,45-49,F,16,17,20,83929,21,27,4,1,4.7659331101287994e-05,0.00025021148828176194,1.2857142857142858
196,748231,2017-08-27,936,45-49,F,16,18,21,25194,6,7,1,0,3.9691990156386444e-05,0.00023815194093831864,1.1666666666666667
197,748233,2017-08-27,936,45-49,F,16,22,18,78627,19,26,1,0,1.2718277436504e-05,0.000241647271293576,1.368421052631579
198,748235,2017-08-26,936,45-49,F,16,18,19,102695,25,39,3,0,2.9212717269584694e-05,0.00024343931057987245,1.56
199,748294,2017-08-26,936,45-49,F,27,32,31,82827,24,47,3,0,3.6220073164547794e-05,0.00028976058531638235,1.9583333333333333
200,748295,2017-08-26,936,45-49,F,27,31,32,9240,3,6,1,0,0.00010822510822510823,0.0003246753246753247,2.0
201,748303,2017-08-25,936,45-49,F,29,32,33,7706,2,2,1,0,0.00012976901116013495,0.0002595380223202699,1.0
202,748314,2017-08-25,936,45-49,F,31,34,32,7821,4,6,1,1,0.00012786088735455825,0.000511443549418233,1.5
203,748341,2017-08-25,936,45-49,F,64,67,68,1363,0,0,1,1,0.0007336757153338225,0.0,0.0
204,776318,2017-08-25,936,45-49,F,15,16,19,3569,0,0,1,1,0.0002801905295601009,0.0,0.0
205,776322,2017-08-25,936,45-49,F,16,21,20,119063,34,53,1,0,8.398914860200063e-06,0.0002855631052468021,1.5588235294117647
206,776323,2017-08-26,936,45-49,F,16,17,18,99078,23,35,2,0,2.0186115989422476e-05,0.00023214033387835846,1.5217391304347827
207,776325,2017-08-26,936,45-49,F,16,19,20,452398,114,180,1,0,2.210443016989465e-06,0.00025199050393679903,1.5789473684210527
208,776334,2017-08-26,936,45-49,F,10,12,16,191223,48,76,1,0,5.229496451786658e-06,0.00025101582968575954,1.5833333333333333
209,776336,2017-08-26,936,45-49,F,10,15,14,22216,6,9,1,0,4.501260352898812e-05,0.0002700756211739287,1.5
210,776338,2017-08-23,936,45-49,F,10,12,11,48291,11,18,1,0,2.070779234225839e-05,0.00022778571576484232,1.6363636363636365
211,776353,2017-08-23,936,40-44,F,63,66,67,27559,8,13,1,0,3.6285786857288e-05,0.000290286294858304,1.625
212,776373,2017-08-21,936,45-49,F,25,27,27,10194,4,4,2,1,0.00019619383951343929,0.00039238767902687857,1.0
213,776383,2017-08-21,936,45-49,F,23,27,29,1168,0,0,1,1,0.0008561643835616438,0.0,0.0
214,776405,2017-08-21,936,45-49,F,21,25,22,40126,16,25,1,0,2.4921497283556795e-05,0.0003987439565369087,1.5625
215,776416,2017-08-21,936,45-49,F,19,22,20,3659,1,0,1,1,0.00027329871549603714,0.00027329871549603714,0.0
216,776430,2017-08-22,936,30-34,M,10,14,16,3200,0,0,1,0,0.0003125,0.0,0.0
217,776464,2017-08-22,936,45-49,F,29,30,31,7550,1,1,1,1,0.00013245033112582781,0.00013245033112582781,1.0
218,776469,2017-08-22,936,45-49,F,28,33,29,45397,15,25,1,1,2.2027887305328548e-05,0.0003304183095799282,1.6666666666666667
219,776473,2017-08-22,936,30-34,M,16,22,22,23086,2,3,1,1,4.331629559040111e-05,8.663259118080222e-05,1.5
220,776475,2017-08-21,936,30-34,M,16,21,20,16425,1,1,1,0,6.0882800608828e-05,6.0882800608828e-05,1.0
221,776476,2017-08-21,936,30-34,M,16,17,18,43756,5,5,0,0,0.0,0.00011427004296553616,1.0
222,776477,2017-08-21,936,30-34,M,16,22,17,9982,0,0,1,0,0.00010018032458425165,0.0,0.0
223,776489,2017-08-21,936,45-49,F,26,31,28,175389,55,81,1,0,5.701611845668771e-06,0.00031358865151178236,1.4727272727272727
224,776494,2017-08-21,936,30-34,M,15,16,16,7015,0,0,1,0,0.00014255167498218105,0.0,0.0
225,776515,2017-08-21,936,45-49,F,65,68,68,12706,3,4,1,1,7.870297497245396e-05,0.00023610892491736187,1.3333333333333333
226,776519,2017-08-21,936,45-49,F,65,71,67,70702,20,31,1,0,1.4143871460496168e-05,0.00028287742920992336,1.55
227,776533,2017-08-21,936,45-49,F,63,64,68,63927,16,25,2,0,3.1285685234720856e-05,0.00025028548187776685,1.5625
228,776534,2017-08-21,936,45-49,F,63,69,67,15105,3,4,1,0,6.6203243958954e-05,0.00019860973187686197,1.3333333333333333
229,776538,2017-08-21,936,30-34,F,15,16,19,8774,1,1,1,0,0.00011397310234784591,0.00011397310234784591,1.0
230,776551,2017-08-21,936,30-34,F,16,18,22,14459,1,1,1,0,6.916107614634484e-05,6.916107614634484e-05,1.0
